,epoch,loss,acc,tss,hss,mcc,f1,precision,recall,TP,FN,TN,FP,auc_roc,auc_pr,val_loss,val_acc,val_tss,val_hss,val_mcc,val_f1,val_precision,val_recall,val_TP,val_FN,val_TN,val_FP,val_auc_roc,val_auc_pr,far,val_far,num_train_inst,epoch_std,epoch_min,epoch_max,loss_std,loss_min,loss_max,acc_std,acc_min,acc_max,tss_std,tss_min,tss_max,hss_std,hss_min,hss_max,mcc_std,mcc_min,mcc_max,f1_std,f1_min,f1_max,precision_std,precision_min,precision_max,recall_std,recall_min,recall_max,TP_std,TP_min,TP_max,FN_std,FN_min,FN_max,TN_std,TN_min,TN_max,FP_std,FP_min,FP_max,auc_roc_std,auc_roc_min,auc_roc_max,auc_pr_std,auc_pr_min,auc_pr_max,val_loss_std,val_loss_min,val_loss_max,val_acc_std,val_acc_min,val_acc_max,val_tss_std,val_tss_min,val_tss_max,val_hss_std,val_hss_min,val_hss_max,val_mcc_std,val_mcc_min,val_mcc_max,val_f1_std,val_f1_min,val_f1_max,val_precision_std,val_precision_min,val_precision_max,val_recall_std,val_recall_min,val_recall_max,val_TP_std,val_TP_min,val_TP_max,val_FN_std,val_FN_min,val_FN_max,val_TN_std,val_TN_min,val_TN_max,val_FP_std,val_FP_min,val_FP_max,val_auc_roc_std,val_auc_roc_min,val_auc_roc_max,val_auc_pr_std,val_auc_pr_min,val_auc_pr_max,far_std,far_min,far_max,val_far_std,val_far_min,val_far_max,num_train_inst_std,num_train_inst_min,num_train_inst_max
0,0.0,0.22112414538860317,0.561796510219574,0.10788340568542476,0.1084069982171058,0.20331761538982387,0.6941617012023926,0.5376245498657226,0.9794614434242248,7420.8,154.4,952.4,6377.0,0.7290425181388855,0.7415510058403015,0.6514579653739929,0.5390484213829041,0.01803721189498898,0.01913502940442412,0.06937081143259997,0.696929132938385,0.5353292226791382,0.9984585762023925,1033.8,1.6,17.8,897.8,0.7095350384712219,0.7327020645141602,0.46237545013427733,0.4646707773208618,13257.6,0.0,0,0,0.010281183135656744,0.2067917734384536,0.2335795611143112,0.007838686410228652,0.5472177863121033,0.569780707359314,0.038773537194992436,0.0645463466644287,0.1800991296768188,0.034745397384660655,0.0664661303162574,0.1714338958263397,0.041060910466654096,0.1476796269416809,0.2724305093288421,0.009193699159695968,0.6775967478752136,0.7021405100822449,0.009875345264193007,0.5202640295028687,0.5481368899345398,0.0064597459558653125,0.9713385105133056,0.9907971620559692,323.2060642995425,6778.0,7644.0,45.08037266926706,71.0,200.0,363.9310923787634,604.0,1649.0,140.70820871576754,6233.0,6623.0,0.014812035385404956,0.7010304927825928,0.7432329058647156,0.020871145316290286,0.7042120695114136,0.7630937099456787,0.08240796105958294,0.5776699185371399,0.8091936111450195,0.011979799814218643,0.5288118124008179,0.5617284178733826,0.02263041785828136,-0.0009633898735046,0.0605851411819458,0.024038322604931665,-0.0010198230156674,0.0643709301948547,0.06286309621481752,-0.0212997309863567,0.1644971221685409,0.005817999419970884,0.6916943788528442,0.7076184153556824,0.007595983578123792,0.528694748878479,0.549573540687561,0.0026277772279784525,0.9932562708854676,1.0,4.621688003316537,1028.0,1041.0,2.727636339397171,0.0,7.0,22.675096471680117,0.0,61.0,29.4713420121989,845.0,928.0,0.03480281846146969,0.6438411474227905,0.7420985102653503,0.04658649473866196,0.6434129476547241,0.7759162783622742,0.009875345264192982,0.4518631100654602,0.4797359704971313,0.007595983578123801,0.4504264593124389,0.471305251121521,5.462600113499065,13249,13264
1,1.0,0.17435100972652431,0.5488898038864136,0.06816694736480708,0.07018392160534852,0.16723176538944243,0.693873381614685,0.5340692520141601,0.9902226686477661,6621.8,65.4,488.2,5778.2,0.726694655418396,0.7601577401161194,0.6158054947853089,0.590313708782196,0.12828984260559081,0.13381956107914447,0.20918972790241241,0.7214568614959717,0.5680317759513855,0.9924872159957886,1027.6,7.8,124.2,791.4,0.7426892638206481,0.7669085741043091,0.46593074798583983,0.4319682240486145,26515.2,0.0,1,1,0.010581021184574952,0.1607498079538345,0.1871252357959747,0.00828663972249341,0.5370569825172424,0.5611360669136047,0.01617570788806483,0.0459902286529541,0.0926802158355712,0.016669323569280546,0.0472807399928569,0.0954098477959632,0.022684934592614222,0.1372235268354416,0.2016486376523971,0.0038056847776528732,0.6884753108024597,0.699581503868103,0.004958236504468121,0.526775062084198,0.5412294864654541,0.0022587867549374724,0.9867382049560548,0.9934171438217164,12.512393855693642,6603.0,6640.0,15.200000000000001,44.0,89.0,110.25679117405875,331.0,648.0,123.64368160160875,5597.0,5965.0,0.010481697771339418,0.7118349671363831,0.7432940602302551,0.01125991716042047,0.7442300915718079,0.77813720703125,0.12115717104523929,0.5122817158699036,0.8456290364265442,0.06344568661126332,0.5282630920410156,0.7067901492118835,0.13471955085515233,0.0,0.3733874559402466,0.13990852729722825,0.0,0.3879255354404449,0.16579572678489557,0.0,0.4735051989555359,0.03198284877825764,0.6913248300552368,0.7816091775894165,0.042791896837037484,0.5282630920410156,0.6488549709320068,0.00708994549471144,0.9826589822769164,1.0,5.6780278266313555,1020.0,1036.0,7.359347797189639,0.0,18.0,127.5294475797649,0.0,354.0,128.90244373168414,552.0,918.0,0.03604667474439401,0.684447169303894,0.7977410554885864,0.040829028899930286,0.6902310848236084,0.8108178377151489,0.00495823650446813,0.4587705135345459,0.473224937915802,0.0427918968370375,0.3511450290679931,0.4717369079589844,10.92520022699813,26498,26528
2,2.0,0.1447805047035217,0.604517686367035,0.18377881050109857,0.18836439549922943,0.29505397081375123,0.7191778779029846,0.567805802822113,0.9807108521461487,6558.2,129.0,1272.4,4994.0,0.7609449028968811,0.7886379718780517,0.5367282867431641,0.6842879056930542,0.33210771083831786,0.34129601120948794,0.3933948755264282,0.7696971893310547,0.6429371953010559,0.9706960082054138,1005.0,30.4,329.8,585.8,0.7917547106742859,0.8045838236808777,0.432194197177887,0.3570628046989441,39772.8,0.0,2,2,0.008289001170101977,0.1294249296188354,0.1523491442203521,0.011833608384349385,0.5879532694816589,0.624980628490448,0.024237459179795945,0.1493972539901733,0.2253142595291137,0.024735554071235472,0.1533278524875641,0.2308093011379242,0.024698407257716624,0.260373592376709,0.3374547064304352,0.006135700642610773,0.7110243439674377,0.7300278544425964,0.007670824580546932,0.5572934150695801,0.5812117457389832,0.001092728650656599,0.9792877435684204,0.981878101825714,8.863407922464136,6547.0,6572.0,7.483314773547883,121.0,139.0,151.17751155512516,1048.0,1524.0,156.00641012471252,4721.0,5208.0,0.011834865253313209,0.7492664456367493,0.7826706171035767,0.011157027184896192,0.7781253457069397,0.8094818592071533,0.07100177243100238,0.4630432426929474,0.6521772742271423,0.09591405112277675,0.5282630920410156,0.8256173133850098,0.20412923650866924,0.0,0.6341091394424438,0.20766929845056245,0.0,0.6440991163253784,0.21747913904871705,0.0,0.6621687412261963,0.05203587288135191,0.6913248300552368,0.8524162173271179,0.08070962748073787,0.5282630920410156,0.7776012420654297,0.020156991701690836,0.9431599378585817,1.0,18.384776310850235,979.0,1028.0,20.924626639440906,0.0,59.0,201.4134057107421,0.0,626.0,206.44844392729144,280.0,918.0,0.06037834230311711,0.7103214263916016,0.8836200833320618,0.057666786412385165,0.711189866065979,0.8819251656532288,0.00767082458054695,0.4187882542610168,0.4427065849304199,0.08070962748073787,0.2223987579345703,0.4717369079589844,16.387800340497197,39747,39792
3,3.0,0.12606230974197388,0.6965205430984497,0.374664831161499,0.38136974573135374,0.45867896676063535,0.7676779270172119,0.6353126406669617,0.9702134966850281,6488.0,199.2,2534.6,3731.8,0.814572787284851,0.8294072866439819,0.5624976098537445,0.7446255803108215,0.459737491607666,0.4715680181980133,0.5387913405895233,0.8046828269958496,0.6883126258850097,0.9757004380226135,1010.2,25.2,442.0,473.6,0.818341326713562,0.8237545013427734,0.3646873593330383,0.31168737411499026,53030.4,0.0,3,3,0.005988861806119858,0.1166826710104942,0.1334923356771469,0.019894878699408695,0.6600943207740784,0.7146726250648499,0.04122952453504987,0.2988464832305908,0.4117418527603149,0.04149859176665486,0.3051388263702392,0.4188476204872131,0.032204056869914885,0.4001022279262543,0.489044725894928,0.010965501216191295,0.7480224967002869,0.7782788872718811,0.016192249605641775,0.6059058308601379,0.650221049785614,0.004277444094143237,0.9639437198638916,0.9772352576255798,28.48157299026864,6443.0,6525.0,28.65937891860185,152.0,241.0,281.19573254229874,2012.0,2764.0,278.0031654496041,3481.0,4244.0,0.01305440494671586,0.7941188216209412,0.8326661586761475,0.0113735265715199,0.8132700324058533,0.8464563488960266,0.16963720843718477,0.4506356120109558,0.8991174697875977,0.07025694158381873,0.6485801339149475,0.8074533939361572,0.14878774481314613,0.2560930252075195,0.5910053253173828,0.14969327586940964,0.2664509415626526,0.6039326190948486,0.11151919092266008,0.3869101405143738,0.6507961750030518,0.04122801767931628,0.7495482563972473,0.8460264801979065,0.06527914288298894,0.6008111238479614,0.746835470199585,0.024030939970452206,0.9325626492500304,0.9961575269699096,23.6930369518135,968.0,1037.0,24.95916665275505,4.0,70.0,147.779565569804,242.0,581.0,154.96399581838358,340.0,689.0,0.06313046794535591,0.7091711163520813,0.8763959407806396,0.06214647291419035,0.710079550743103,0.8790839314460754,0.016192249605641758,0.349778950214386,0.394094169139862,0.06527914288298896,0.253164529800415,0.3991888761520386,21.85040045399626,52996,53056
4,4.0,0.10858154594898217,0.8006645083427429,0.5905639410018921,0.5965183556079865,0.631089162826538,0.8336693286895752,0.737206494808197,0.96124187707901,6428.0,259.2,3943.6,2322.8,0.8797912359237671,0.8838654160499573,0.5080263495445252,0.8039711236953735,0.5910202264785767,0.5995773553848267,0.6275563597679138,0.8370557427406311,0.7605349659919739,0.9377557158470153,970.8,64.6,597.2,318.4,0.8611567616462708,0.8577872276306152,0.26279350519180295,0.23946503400802607,66288.0,0.0,4,4,0.008232774679422612,0.0940828323364257,0.1182748079299926,0.038796139102983754,0.7351735830307007,0.8502553701400757,0.08038176960979221,0.4545614719390869,0.692928671836853,0.0797252495465122,0.4615886509418487,0.6979869604110718,0.06408422777773483,0.524509608745575,0.7152462601661682,0.026179009295984327,0.790839672088623,0.868840217590332,0.0423492342472234,0.6676634550094604,0.7935859560966492,0.004895137265352161,0.954667866230011,0.9697468876838684,31.622776601683793,6381.0,6475.0,32.835346807975085,202.0,303.0,526.7472259063164,3033.0,4578.0,526.463446024508,1667.0,3223.0,0.024186438455811598,0.8421266674995422,0.9157642722129822,0.021239927953779804,0.8526811003684998,0.9174048900604248,0.1013348833053433,0.4160787761211395,0.6788551211357117,0.05425545890067778,0.7145030498504639,0.8540372848510742,0.11515170425348856,0.4031053781509399,0.6993645429611206,0.11339438063210067,0.4130679368972778,0.7021734714508057,0.09655795668240551,0.4607618451118469,0.7281601428985596,0.0368115510949972,0.7754287719726562,0.878343403339386,0.06750177757664956,0.6630286574363708,0.8429223895072937,0.04142254536618167,0.889210045337677,0.9864341020584106,39.48366750949055,923.0,1018.0,43.05624228843014,14.0,115.0,116.54595660081907,437.0,734.0,123.49186208005773,172.0,494.0,0.05645643671170241,0.761820912361145,0.9181374311447144,0.06028998514654381,0.7481643557548523,0.9155335426330566,0.04234923424722339,0.2064140439033508,0.3323365449905395,0.06750177757664955,0.1570776104927063,0.3369713425636291,27.313000567495326,66245,66320
5,5.0,0.09369178414344784,0.8668527245521546,0.7279939889907837,0.7319038510322571,0.7431285500526428,0.8810557961463928,0.8205121159553528,0.952059006690979,6366.6,320.6,4862.2,1404.2,0.9211473822593689,0.9210994839668274,0.533544796705246,0.8135950326919555,0.612499475479126,0.6199186503887176,0.642966914176941,0.8432639598846435,0.7754340529441833,0.9315603017807007,964.4,71.0,622.2,293.4,0.8693675756454468,0.864599609375,0.17948788404464716,0.22456594705581662,79545.6,0.0,5,5,0.006551874605630863,0.0812005624175071,0.0988406836986541,0.02199013330201262,0.8397896885871887,0.902104914188385,0.04547931008752616,0.6715091466903687,0.8006496429443359,0.044642415002206046,0.6767405271530151,0.8033337593078613,0.03928621192493949,0.6969954967498779,0.8074034452438354,0.017385632991493403,0.8608275055885315,0.909636378288269,0.03109598371150115,0.7804164886474609,0.8695711493492126,0.005613898538526113,0.94225013256073,0.9597124457359314,37.8713612113428,6298.0,6408.0,37.590424312582584,269.0,386.0,292.70148615953417,4453.0,5290.0,294.9463680061174,955.0,1803.0,0.013928477216685787,0.905737578868866,0.9461541175842284,0.013503334813091471,0.9066277146339417,0.945742130279541,0.19027495242792006,0.3863744735717773,0.9042380452156068,0.05973403937000186,0.7109533548355103,0.8866459727287292,0.1265337356398036,0.3947920799255371,0.760503888130188,0.12463878636327828,0.4050438106060028,0.7695264220237732,0.10725567547689642,0.4576592445373535,0.7813971042633057,0.041522991004304705,0.7745253443717957,0.9017496705055236,0.07344531347166926,0.6583725810050964,0.8552507162094116,0.04243739497020822,0.8709055781364441,0.9776264429092408,41.01511916354749,904.0,1005.0,44.122556589572184,23.0,134.0,122.32317850677362,423.0,753.0,131.31427949769972,153.0,508.0,0.0625434294994266,0.7535198926925659,0.925432026386261,0.06727981578262343,0.7375452518463135,0.9226018190383912,0.03109598371150115,0.1304288506507873,0.219583511352539,0.07344531347166927,0.1447492837905883,0.3416274189949035,32.775600680994394,79494,79584
6,6.0,0.08127142637968059,0.8999276876449585,0.7963771343231201,0.7989612936973571,0.8033759117126464,0.9077306270599366,0.8678608655929565,0.9517927289009094,6364.8,322.4,5292.4,974.0,0.9436801671981812,0.9427992224693298,0.5722961783409118,0.8239764094352722,0.6380783319473267,0.6424105405807495,0.6629471063613892,0.8473130106925965,0.8070078492164612,0.9056622147560119,937.6,97.8,669.2,246.4,0.8781075239181518,0.8695604920387268,0.13213913440704342,0.1929921507835388,92803.2,0.0,6,6,0.005549761231397669,0.0704947933554649,0.0854873210191726,0.014028691957896956,0.8861826062202454,0.9253985285758972,0.02900464417834675,0.7675682306289673,0.8487963676452637,0.02834501503466498,0.7710809111595154,0.8503557443618774,0.026235536005455227,0.7788158655166626,0.8516426086425781,0.011871459698996435,0.8967596888542175,0.929676115512848,0.022193885710758504,0.8432924151420593,0.9062722325325012,0.004077532313904897,0.9459904432296752,0.9574659466743468,22.903274875004232,6323.0,6393.0,27.59420228961149,284.0,361.0,183.18362372220938,5068.0,5586.0,186.13865799451762,659.0,1188.0,0.008810943196470024,0.9355661273002625,0.9602880477905272,0.008561082252080451,0.9352797269821168,0.958997905254364,0.2907820024934827,0.3970533013343811,1.1512959003448486,0.06114475275667025,0.7079107761383057,0.8871635794639587,0.13182982719287345,0.3849424123764038,0.7636046409606934,0.12876295383313643,0.3964619040489197,0.7710561752319336,0.10433067028022398,0.4697893857955932,0.7790432572364807,0.040375139800095855,0.7779490947723389,0.9009090662002563,0.08645016590393813,0.6497102379798889,0.9051724076271056,0.06843137395929244,0.8092485666275024,0.9692603349685668,69.4509899137514,840.0,1009.0,71.11793022859987,32.0,198.0,149.96586278216787,387.0,818.0,158.14499675930315,88.0,544.0,0.07071726581935113,0.7396120429039001,0.9296648502349854,0.07742125404119916,0.7176076173782349,0.92494136095047,0.022193885710758518,0.0937277674674987,0.1567075848579406,0.08645016590393817,0.0948275923728942,0.3502897620201111,38.23820079449346,92743,92848
7,7.0,0.07019336819648736,0.9196924328804016,0.8372247695922852,0.8388872504234314,0.8405789136886597,0.9245118141174317,0.8987157344818115,0.9519397974014282,6365.8,321.4,5547.4,719.0,0.9590636730194092,0.9580900430679321,0.6279139876365661,0.8259203910827637,0.6424348592758179,0.6468611836433411,0.6624131977558136,0.8476794958114624,0.8072453260421752,0.902378785610199,934.2,101.2,676.4,239.2,0.8776850223541259,0.8656229496002197,0.10128426551818843,0.1927546739578247,106060.8,0.0,7,7,0.00536694236956147,0.0599864274263381,0.0754549726843833,0.009492629637387439,0.912172555923462,0.937625765800476,0.01940818794633572,0.8223810195922852,0.8739826679229736,0.01909032690180012,0.8238697648048401,0.8749707937240601,0.018497051634177537,0.8253849148750305,0.8754714727401733,0.008574529914588751,0.917151153087616,0.9406130313873292,0.014283788186130773,0.8869311809539795,0.925743281841278,0.004777972142129731,0.9440454840660096,0.9574659466743468,31.795597179483828,6310.0,6393.0,32.04746479832688,284.0,374.0,101.92271581938934,5441.0,5733.0,109.72146553888167,512.0,815.0,0.006143573191905475,0.9537035822868348,0.9705765247344972,0.0062552214761577496,0.9524039030075072,0.9697903394699096,0.38099457977488715,0.3595591783523559,1.3782179355621338,0.057707642518530965,0.7236308455467224,0.8980331420898438,0.1226637203826531,0.421190857887268,0.7919121980667114,0.12010026309869938,0.4317008852958679,0.7944525480270386,0.10325092316903105,0.4826904237270355,0.7953296899795532,0.042383900444933724,0.7829549908638,0.9065908193588256,0.07773171227878564,0.6687074899673462,0.8876509070396423,0.062113047471483274,0.787090539932251,0.9620622396469116,62.710126773911085,817.0,989.0,64.55819080488548,39.0,221.0,127.63792539837054,444.0,786.0,135.74741249836038,121.0,487.0,0.06529636106795511,0.7526317834854126,0.939714252948761,0.07437461269981953,0.7222384810447693,0.9328373074531556,0.01428378818613082,0.0742567181587219,0.1130688190460205,0.07773171227878566,0.1123490929603576,0.3312925100326538,43.70080090799252,105992,106112
8,8.0,0.06069995015859599,0.9336949706077575,0.8658720493316651,0.8670650601387024,0.8678676128387451,0.937085998058319,0.9186103224754334,0.9563385128974915,6395.2,292.0,5699.4,567.0,0.9697191476821899,0.9690461874008178,0.6506646752357483,0.8266525626182556,0.6462662220001221,0.6491025030612946,0.6614896416664123,0.8461979031562805,0.817602002620697,0.8867399454116821,918.0,117.4,694.0,221.6,0.8790332674980164,0.8663318514823913,0.08138967752456663,0.18239799737930296,119318.4,0.0,8,8,0.0048780040883766125,0.0514312274754047,0.0650447160005569,0.007127284662252303,0.9272039532661438,0.94722181558609,0.014402038619065837,0.8527363538742065,0.8932583332061768,0.01429887402714221,0.8540330529212952,0.8942126631736755,0.014137537391704388,0.8549739122390747,0.8946694731712341,0.006677510124226057,0.9310521483421326,0.9497050046920776,0.00884927142556163,0.9108726978302002,0.935493230819702,0.0049327345470332575,0.9510772228240968,0.9643552303314208,29.761720380381238,6357.0,6439.0,33.19638534539566,238.0,327.0,55.830457637386424,5644.0,5801.0,64.38322762956203,444.0,623.0,0.0043269407744576235,0.96640807390213,0.9782082438468932,0.0044978099946201494,0.9653265476226808,0.9778108596801758,0.42277512119401744,0.3731071054935455,1.4894251823425293,0.05965390860698083,0.7216024398803711,0.8995859026908875,0.12694018014993064,0.4180294275283813,0.7959561347961426,0.12408852741122733,0.4280621707439422,0.7977701425552368,0.10943554030057295,0.4741982817649841,0.7982143759727478,0.04358021780334925,0.7799599170684814,0.9074427485466005,0.08208160065726162,0.6691884398460388,0.8940540552139282,0.0595244821569103,0.7967244982719421,0.945525288581848,59.853153634541265,827.0,973.0,61.91801030394953,56.0,211.0,128.24195881223898,450.0,808.0,137.81959222113522,98.0,481.0,0.0669870099858158,0.7502539157867432,0.940111756324768,0.07599051600106353,0.7194440364837646,0.9323978424072266,0.0088492714255617,0.0645067691802978,0.0891273021697998,0.08208160065726164,0.1059459447860717,0.3308115601539612,49.16340102149159,119241,119376
9,9.0,0.0540665321052074,0.9425708770751953,0.8839698791503906,0.8848942756652832,0.8854236483573914,0.9452737450599671,0.9309518098831177,0.9601063847541809,6420.4,266.8,5789.2,477.2,0.9762757182121277,0.9755928874015808,0.6497671961784363,0.8268408060073853,0.6454577684402466,0.6493093848228455,0.6583399653434754,0.8471985220909118,0.8092903614044189,0.8940613508224488,925.6,109.8,686.8,228.8,0.8788288116455079,0.8652822852134705,0.06904819011688229,0.19070963859558104,132576.0,0.0,9,9,0.005544753801747426,0.0440903939306736,0.0608420707285404,0.00839300570212752,0.9345859289169312,0.9582881927490234,0.01713688659584153,0.8673701286315918,0.915980577468872,0.016851103036869586,0.8688149452209473,0.916441023349762,0.016565764070596296,0.8699547052383423,0.9165446758270264,0.007788265240121081,0.9381759762763976,0.9599286317825316,0.012555143165822456,0.9160839319229126,0.9530557990074158,0.003920766755072297,0.955266296863556,0.9669013023376464,23.026940743398807,6385.0,6456.0,26.43785165250762,221.0,299.0,85.64438101825479,5668.0,5927.0,91.19517531097793,318.0,588.0,0.004620284523208504,0.9701485633850098,0.9843302965164183,0.004606075714767227,0.9696394205093384,0.983746349811554,0.39075692063954787,0.3909807205200195,1.4198864698410034,0.057601183886115764,0.726673424243927,0.8954451084136963,0.12102501455174067,0.430927038192749,0.7853617668151855,0.11914468796168351,0.4400418996810913,0.788949728012085,0.10805504480223596,0.4755575656890869,0.7907194495201111,0.04335834802478663,0.7797302603721619,0.905075192451477,0.07024613571889089,0.6785206198692322,0.8786496520042419,0.04182332233512998,0.834296703338623,0.9331395626068116,41.088197818838445,866.0,963.0,43.58623635965831,69.0,172.0,106.48267464709929,479.0,767.0,115.94032948029775,133.0,452.0,0.06600993167267966,0.7533711194992065,0.9392377138137816,0.07554669446515236,0.7207549810409546,0.9299841523170472,0.012555143165822446,0.0469442009925842,0.0839160680770874,0.0702461357188909,0.121350347995758,0.3214793801307678,54.62600113499065,132490,132640
