,epoch,loss,acc,tss,hss,mcc,f1,precision,recall,TP,FN,TN,FP,auc_roc,auc_pr,val_loss,val_acc,val_tss,val_hss,val_mcc,val_f1,val_precision,val_recall,val_TP,val_FN,val_TN,val_FP,val_auc_roc,val_auc_pr,far,val_far,num_train_inst
0,0,1.6504606008529663,0.3603531420230865,0.1013540029525756,0.0573553405702114,0.1323679983615875,0.4338818490505218,0.2815116345882416,0.9458064436912536,3665.0,210.0,1723.0,9354.0,0.4672624170780182,0.5273670554161072,0.7371675372123718,0.3333333432674408,0.1466199159622192,0.0555242225527763,0.1344508975744247,0.3060344755649566,0.1833440959453582,0.925081431865692,284.0,23.0,360.0,1265.0,0.2987916767597198,0.3891718685626983,0.7184883654117584,0.8166559040546417,13264
1,1,1.3976423740386963,0.3386748731136322,0.0787391662597656,0.0453281924128532,0.1363279074430465,0.4504481554031372,0.2919501960277557,0.9854341745376588,3518.0,52.0,878.0,8532.0,0.392706960439682,0.4746567904949188,0.6778357625007629,0.6459627151489258,0.4654734134674072,0.2600494623184204,0.3410210311412811,0.4356435537338257,0.2917127013206482,0.8599348664283752,264.0,43.0,984.0,641.0,0.6459083557128906,0.6027906537055969,0.7080498039722443,0.7082872986793518,26528
2,2,1.198706865310669,0.5731894969940186,0.3730193376541137,0.258449375629425,0.3536812961101532,0.5473856329917908,0.3863898515701294,0.9383753538131714,3350.0,220.0,4090.0,5320.0,0.590969979763031,0.5991621017456055,0.4669880867004394,0.8607660531997681,0.3272082805633545,0.3858186304569244,0.39984792470932,0.4609218537807464,0.5989583134651184,0.3745928406715393,115.0,192.0,1548.0,77.0,0.9317848086357116,0.9176071882247924,0.6136101484298706,0.4010416865348816,39792
3,3,1.036618709564209,0.7788135409355164,0.6201469898223877,0.5278752446174622,0.559346616268158,0.6862637996673584,0.5626232028007507,0.8795518279075623,3140.0,430.0,6969.0,2441.0,0.7999851107597351,0.7684288620948792,0.4670734703540802,0.839026927947998,0.4149656295776367,0.4079599380493164,0.408084899187088,0.5039872527122498,0.4937500059604645,0.5146579742431641,158.0,149.0,1463.0,162.0,0.9147003293037416,0.8871690034866333,0.4373767971992492,0.5062499940395355,53056
4,4,0.9052257537841796,0.8343605399131775,0.6922476291656494,0.6249932050704956,0.6400943994522095,0.7433754801750183,0.647670567035675,0.8722689151763916,3114.0,456.0,7716.0,1694.0,0.8685608506202698,0.8422313928604126,0.471291184425354,0.8203933835029602,0.4271571636199951,0.3886522054672241,0.3920901715755462,0.4963715672492981,0.4476439654827118,0.5570032596588135,171.0,136.0,1414.0,211.0,0.895203709602356,0.8584392666816711,0.3523294329643249,0.5523560345172882,66320
5,5,0.8070430755615234,0.8632511496543884,0.7374880313873291,0.6826051473617554,0.6921386122703552,0.7799131870269775,0.6996663212776184,0.8809523582458496,3145.0,425.0,8060.0,1350.0,0.9017313122749328,0.8814233541488647,0.5133783221244812,0.806418240070343,0.4977259635925293,0.4073298871517181,0.4225805699825287,0.52173912525177,0.4294736981391907,0.6644951105117798,204.0,103.0,1354.0,271.0,0.8525376915931702,0.7992369532585144,0.3003336787223816,0.5705263018608093,79584
6,6,0.7021253108978271,0.8875963091850281,0.7757630348205566,0.7334927916526794,0.7389317154884338,0.813020646572113,0.749350368976593,0.8885154128074646,3172.0,398.0,8349.0,1061.0,0.929947793483734,0.9159570932388306,0.5389629602432251,0.7971014380455017,0.4734392166137695,0.3841319680213928,0.3997167944908142,0.5037974715232849,0.4120082855224609,0.6482084393501282,199.0,108.0,1341.0,284.0,0.8382087349891663,0.7793381214141846,0.250649631023407,0.5879917144775391,92848
7,7,0.5923336744308472,0.908012330532074,0.8173103332519531,0.7798908948898315,0.7839604020118713,0.8447737693786621,0.7882096171379089,0.9100840091705322,3249.0,321.0,8537.0,873.0,0.9512732625007628,0.9416869282722472,0.4120837450027466,0.8405796885490417,0.2688629627227783,0.310730516910553,0.3191565275192261,0.3984375,0.497560977935791,0.3322475552558899,102.0,205.0,1522.0,103.0,0.9119547605514526,0.880232572555542,0.211790382862091,0.502439022064209,106112
8,8,0.4685912132263183,0.935901403427124,0.8679490089416504,0.843747079372406,0.845372200012207,0.8886211514472961,0.8510256409645081,0.9296918511390686,3319.0,251.0,8829.0,581.0,0.970263659954071,0.9649330377578736,0.4922034740447998,0.8307453393936157,0.4156873226165771,0.3963169157505035,0.3972447216510772,0.4976958632469177,0.4709302186965942,0.5276873111724854,162.0,145.0,1443.0,182.0,0.8753644824028015,0.820220947265625,0.1489743590354919,0.5290697813034058,119376
9,9,0.3773635327816009,0.951694905757904,0.9010341167449952,0.8814958930015564,0.8825214505195618,0.9152129888534546,0.8847059011459351,0.9478991627693176,3384.0,186.0,8969.0,441.0,0.9798005223274232,0.9757580757141112,0.6541662216186523,0.8224637508392334,0.4586800336837768,0.4084961116313934,0.4138532280921936,0.5148515105247498,0.4550000131130218,0.5928338766098022,182.0,125.0,1407.0,218.0,0.8417245149612427,0.775879979133606,0.1152940988540649,0.5449999868869781,132640
