,epoch,loss,acc,tss,hss,mcc,f1,precision,recall,TP,FN,TN,FP,auc_roc,auc_pr,val_loss,val_acc,val_tss,val_hss,val_mcc,val_f1,val_precision,val_recall,val_TP,val_FN,val_TN,val_FP,val_auc_roc,val_auc_pr,far,val_far,num_train_inst
0,0,1.937527418136597,0.8752540349960327,0.7489383220672607,0.7498283982276917,0.750174343585968,0.8816763162612915,0.8691921234130859,0.894524335861206,7090.0,836.0,6262.0,1067.0,0.8752540349960327,0.8465255498886108,1.7407588958740234,0.8865000009536743,0.772773265838623,0.77222740650177,0.7722744345664978,0.8927727937698364,0.8974359035491943,0.8881579041481018,945.0,119.0,828.0,108.0,0.8865000009536743,0.8595781326293945,0.130807876586914,0.1025640964508056,13262
1,1,1.9375269412994385,0.8736706972122192,0.7458915710449219,0.7467419505119324,0.7471367716789246,0.8798335790634155,0.8664688467979431,0.8936170339584351,6132.0,730.0,5452.0,945.0,0.8736706972122192,0.8447004556655884,1.740759015083313,0.8865000009536743,0.772773265838623,0.77222740650177,0.7722744345664978,0.8927727937698364,0.8974359035491943,0.8881579041481018,945.0,119.0,828.0,108.0,0.8865000009536743,0.8595781326293945,0.1335311532020568,0.1025640964508056,26524
2,2,1.93752670288086,0.8736706972122192,0.7458915710449219,0.7467419505119324,0.7471367716789246,0.8798335790634155,0.8664688467979431,0.8936170339584351,6132.0,730.0,5452.0,945.0,0.8736706972122192,0.8447004556655884,1.7407594919204712,0.8865000009536743,0.772773265838623,0.77222740650177,0.7722744345664978,0.8927727937698364,0.8974359035491943,0.8881579041481018,945.0,119.0,828.0,108.0,0.8865000009536743,0.8595781326293945,0.1335311532020568,0.1025640964508056,39786
3,3,1.9375262260437007,0.8736706972122192,0.7458915710449219,0.7467419505119324,0.7471367716789246,0.8798335790634155,0.8664688467979431,0.8936170339584351,6132.0,730.0,5452.0,945.0,0.8736706972122192,0.8447004556655884,1.7407591342926023,0.8865000009536743,0.772773265838623,0.77222740650177,0.7722744345664978,0.8927727937698364,0.8974359035491943,0.8881579041481018,945.0,119.0,828.0,108.0,0.8865000009536743,0.8595781326293945,0.1335311532020568,0.1025640964508056,53048
4,4,1.93752670288086,0.8736706972122192,0.7458915710449219,0.7467419505119324,0.7471367716789246,0.8798335790634155,0.8664688467979431,0.8936170339584351,6132.0,730.0,5452.0,945.0,0.8736706972122192,0.8447004556655884,1.740759253501892,0.8865000009536743,0.772773265838623,0.77222740650177,0.7722744345664978,0.8927727937698364,0.8974359035491943,0.8881579041481018,945.0,119.0,828.0,108.0,0.8865000009536743,0.8595781326293945,0.1335311532020568,0.1025640964508056,66310
5,5,1.9375272989273071,0.8736706972122192,0.7458915710449219,0.7467419505119324,0.7471367716789246,0.8798335790634155,0.8664688467979431,0.8936170339584351,6132.0,730.0,5452.0,945.0,0.8736706972122192,0.8447004556655884,1.740759253501892,0.8865000009536743,0.772773265838623,0.77222740650177,0.7722744345664978,0.8927727937698364,0.8974359035491943,0.8881579041481018,945.0,119.0,828.0,108.0,0.8865000009536743,0.8595781326293945,0.1335311532020568,0.1025640964508056,79572
6,6,1.937526822090149,0.8736706972122192,0.7458915710449219,0.7467419505119324,0.7471367716789246,0.8798335790634155,0.8664688467979431,0.8936170339584351,6132.0,730.0,5452.0,945.0,0.8736706972122192,0.8447004556655884,1.7407591342926023,0.8865000009536743,0.772773265838623,0.77222740650177,0.7722744345664978,0.8927727937698364,0.8974359035491943,0.8881579041481018,945.0,119.0,828.0,108.0,0.8865000009536743,0.8595781326293945,0.1335311532020568,0.1025640964508056,92834
7,7,1.937526822090149,0.8736706972122192,0.7458915710449219,0.7467419505119324,0.7471367716789246,0.8798335790634155,0.8664688467979431,0.8936170339584351,6132.0,730.0,5452.0,945.0,0.8736706972122192,0.8447004556655884,1.740759253501892,0.8865000009536743,0.772773265838623,0.77222740650177,0.7722744345664978,0.8927727937698364,0.8974359035491943,0.8881579041481018,945.0,119.0,828.0,108.0,0.8865000009536743,0.8595781326293945,0.1335311532020568,0.1025640964508056,106096
8,8,1.9375263452529907,0.8736706972122192,0.7458915710449219,0.7467419505119324,0.7471367716789246,0.8798335790634155,0.8664688467979431,0.8936170339584351,6132.0,730.0,5452.0,945.0,0.8736706972122192,0.8447004556655884,1.7407593727111816,0.8865000009536743,0.772773265838623,0.77222740650177,0.7722744345664978,0.8927727937698364,0.8974359035491943,0.8881579041481018,945.0,119.0,828.0,108.0,0.8865000009536743,0.8595781326293945,0.1335311532020568,0.1025640964508056,119358
9,9,1.9375272989273071,0.8736706972122192,0.7458915710449219,0.7467419505119324,0.7471367716789246,0.8798335790634155,0.8664688467979431,0.8936170339584351,6132.0,730.0,5452.0,945.0,0.8736706972122192,0.8447004556655884,1.7407593727111816,0.8865000009536743,0.772773265838623,0.77222740650177,0.7722744345664978,0.8927727937698364,0.8974359035491943,0.8881579041481018,945.0,119.0,828.0,108.0,0.8865000009536743,0.8595781326293945,0.1335311532020568,0.1025640964508056,132620
