,epoch,loss,acc,tss,hss,mcc,f1,precision,recall,TP,FN,TN,FP,auc_roc,auc_pr,val_loss,val_acc,val_tss,val_hss,val_mcc,val_f1,val_precision,val_recall,val_TP,val_FN,val_TN,val_FP,val_auc_roc,val_auc_pr,far,val_far,num_train_inst
0,0,1.601889967918396,0.5758835673332214,0.119133710861206,0.1229920536279678,0.2265751957893371,0.7064339518547058,0.5514167547225952,0.9826940298080444,7609.0,134.0,978.0,6190.0,0.719181478023529,0.7329145669937134,0.6247888207435608,0.5467625856399536,0.0392156839370727,0.0413407608866691,0.1452813297510147,0.6997957825660706,0.5382198691368103,1.0,1028.0,0.0,36.0,882.0,0.7245681285858154,0.7501626014709473,0.4485832452774048,0.4617801308631897,13262
1,1,1.2428319454193115,0.5898759365081787,0.1526825428009033,0.1567763686180114,0.2533623874187469,0.7104074954986572,0.5594687461853027,0.9728803634643556,6529.0,182.0,1127.0,5141.0,0.7261819243431091,0.754885733127594,0.5439472198486328,0.770811915397644,0.5181243419647217,0.5297958254814148,0.577646791934967,0.8167625069618225,0.7069701552391052,0.966926097869873,994.0,34.0,506.0,412.0,0.8556001782417297,0.857985258102417,0.4405312538146972,0.2930298447608948,26524
2,2,1.0198876857757568,0.7695508003234863,0.5280272960662842,0.5336502194404602,0.5616868734359741,0.8060688376426697,0.7134986519813538,0.9262405037879944,6216.0,495.0,3772.0,2496.0,0.8491218686103821,0.8535549640655518,0.4625533521175384,0.8622816205024719,0.7310237884521484,0.7256946563720703,0.7318057417869568,0.8611398935317993,0.9212860465049744,0.8083657622337341,831.0,197.0,847.0,71.0,0.9356722235679626,0.9328189492225648,0.2865013480186462,0.0787139534950256,39786
3,3,0.8564999103546143,0.8708683252334595,0.7394554615020752,0.7409224510192871,0.7421771883964539,0.878533124923706,0.8552278876304626,0.903144121170044,6061.0,650.0,5242.0,1026.0,0.9201467037200928,0.9179597496986388,0.4147914946079254,0.8689619898796082,0.7421543598175049,0.738410234451294,0.7413687705993652,0.8704926371574402,0.9107332825660706,0.8336575627326965,857.0,171.0,834.0,84.0,0.9397705793380736,0.9367230534553528,0.1447721123695373,0.0892667174339294,53048
4,4,0.7565717101097107,0.8833500146865845,0.7658803462982178,0.7662999629974365,0.7663986682891846,0.8880674242973328,0.8812912702560425,0.8949486017227173,6006.0,705.0,5459.0,809.0,0.9404250383377076,0.9392145872116088,0.3871040344238281,0.875128448009491,0.7431037425994873,0.7478545904159546,0.7526842951774597,0.887759804725647,0.8452066779136658,0.9348248839378356,961.0,67.0,742.0,176.0,0.9218987822532654,0.9166110754013062,0.1187087297439575,0.1547933220863342,66310
5,5,0.6846024990081787,0.8976038098335266,0.7952688932418823,0.7950302362442017,0.7950609922409058,0.9005611538887024,0.904418408870697,0.8967366814613342,6018.0,693.0,5632.0,636.0,0.9511882066726683,0.9504386186599731,0.4242158830165863,0.8638232350349426,0.7168073654174805,0.7240230441093445,0.7357842326164246,0.8810058236122131,0.8181818127632141,0.9542801380157472,981.0,47.0,700.0,218.0,0.9118744134902954,0.9076954126358032,0.0955815911293029,0.1818181872367859,79572
6,6,0.597822904586792,0.9144001603126526,0.8292378187179565,0.8287097811698914,0.8288540840148926,0.9164724349975586,0.924886167049408,0.9082103967666626,6095.0,616.0,5773.0,495.0,0.963412582874298,0.9630973935127258,0.3896972835063934,0.8818088173866272,0.757847785949707,0.761665403842926,0.7647079825401306,0.8926237225532532,0.8581687808036804,0.929961085319519,956.0,72.0,760.0,158.0,0.9256566166877748,0.9196907877922058,0.075113832950592,0.1418312191963195,92834
7,7,0.5318382978439331,0.9254950284957886,0.8516956567764282,0.850947380065918,0.8512294888496399,0.9270464181900024,0.9388753175735474,0.9155118465423584,6144.0,567.0,5868.0,400.0,0.9714229106903076,0.9710302352905272,0.499179482460022,0.8679342269897461,0.726454496383667,0.7327319979667664,0.7414471507072449,0.8833408951759338,0.8280851244926453,0.9464980363845824,973.0,55.0,716.0,202.0,0.9076177477836608,0.8945573568344116,0.0611246824264526,0.1719148755073547,106096
8,8,0.4575618207454681,0.9372062683105468,0.8751243352890015,0.8743739128112793,0.8746500611305237,0.938532292842865,0.9502137899398804,0.9271345734596252,6222.0,489.0,5942.0,326.0,0.9793550372123718,0.9792961478233336,0.4146513938903808,0.8679342269897461,0.7326322793960571,0.7343870997428894,0.7350473403930664,0.8774439692497253,0.8606173992156982,0.8949416279792786,920.0,108.0,769.0,149.0,0.922134816646576,0.9132534861564636,0.0497862100601196,0.1393826007843017,119358
9,9,0.40056112408638,0.9479158520698548,0.8964474201202393,0.8957870006561279,0.8959957957267761,0.949104070663452,0.9592147469520568,0.9392042756080629,6303.0,408.0,6000.0,268.0,0.9831404089927672,0.9827710390090942,0.4025893211364746,0.8648509979248047,0.7286607027053833,0.7287880778312683,0.7287915945053101,0.8722680807113647,0.8709990382194519,0.8735408782958984,898.0,130.0,785.0,133.0,0.9249222874641418,0.9173682928085328,0.0407852530479431,0.1290009617805481,132620
10,10,0.3444857001304626,0.9566222429275512,0.9138646125793456,0.9132058024406432,0.9134095907211304,0.9576213955879213,0.967599630355835,0.9478468298912048,6361.0,350.0,6055.0,213.0,0.9871767163276672,0.9871089458465576,0.4891231656074524,0.8710174560546875,0.7388185262680054,0.7405881881713867,0.7412539720535278,0.8803051710128784,0.863423764705658,0.8978599309921265,923.0,105.0,772.0,146.0,0.915443241596222,0.9009771347045898,0.032400369644165,0.136576235294342,145882
