,epoch,loss,acc,tss,hss,mcc,f1,precision,recall,TP,FN,TN,FP,auc_roc,auc_pr,val_loss,val_acc,val_tss,val_hss,val_mcc,val_f1,val_precision,val_recall,val_TP,val_FN,val_TN,val_FP,val_auc_roc,val_auc_pr,far,val_far,num_train_inst
0,0,0.221576452255249,0.5613362789154053,0.171012282371521,0.16260327398777,0.2676381468772888,0.6760647296905518,0.5171627998352051,0.97592431306839,6810.0,168.0,1541.0,6358.0,0.7263868451118469,0.7338005900382996,0.6525666117668152,0.5293217897415161,0.0,0.0,0.0,0.692230761051178,0.5293217897415161,1.0,1038.0,0.0,0.0,923.0,0.7286653518676758,0.7667914628982544,0.4828372001647949,0.4706782102584839,13249
1,1,0.1683979034423828,0.566535234451294,0.1046259403228759,0.1075872480869293,0.2178094089031219,0.7020620703697205,0.5441139936447144,0.989216685295105,6605.0,72.0,722.0,5534.0,0.7364144325256348,0.7661504745483398,0.5897787809371948,0.5339112877845764,0.0097508430480957,0.0103167351335287,0.0720077380537986,0.6943143606185913,0.5317623019218445,1.0,1038.0,0.0,9.0,914.0,0.7370244860649109,0.7743188142776489,0.4558860063552856,0.4682376980781555,26498
2,2,0.1371430605649948,0.6296296119689941,0.2357763051986694,0.2412520349025726,0.3442958891391754,0.7317728996276855,0.5843842029571533,0.9785832166671752,6534.0,143.0,1609.0,4647.0,0.777764618396759,0.8014655709266663,0.4793589413166046,0.7868434190750122,0.5546910762786865,0.5645852088928223,0.5926661491394043,0.8234797120094299,0.7330827116966248,0.939306378364563,975.0,63.0,568.0,355.0,0.849793553352356,0.8540700674057007,0.4156157970428467,0.2669172883033752,39747
3,3,0.1160389855504036,0.7589113116264343,0.5037049055099487,0.510653018951416,0.5637706518173218,0.8057804703712463,0.6897728443145752,0.968698501586914,6468.0,209.0,3347.0,2909.0,0.8523581027984619,0.8606182336807251,0.4450519382953644,0.8271290063858032,0.6444826126098633,0.6500616073608398,0.6572619080543518,0.847228467464447,0.7959356307983398,0.905587673187256,940.0,98.0,682.0,241.0,0.886920690536499,0.886374831199646,0.3102271556854248,0.2040643692016601,52996
4,4,0.1046546250581741,0.8473672270774841,0.6871740818023682,0.6921831369400024,0.7102178931236267,0.8665314316749573,0.7898434400558472,0.9597124457359314,6408.0,269.0,4551.0,1705.0,0.9043158292770386,0.9044249653816224,0.4454947710037231,0.8235594034194946,0.6358182430267334,0.6422944068908691,0.6522070169448853,0.8458110690116882,0.7868988513946533,0.9142581820487976,949.0,89.0,666.0,257.0,0.8837614059448242,0.8828697204589844,0.2101565599441528,0.2131011486053466,66245
5,5,0.0845358446240425,0.897239625453949,0.7905371189117432,0.7934921979904175,0.7987760305404663,0.9056978821754456,0.8605717420578003,0.9558184742927552,6382.0,295.0,5222.0,1034.0,0.9398832321166992,0.9385061860084534,0.4249689877033233,0.8337582945823669,0.666729211807251,0.66648930311203,0.6665018200874329,0.8425120711326599,0.8449612259864807,0.8400770425796509,872.0,166.0,763.0,160.0,0.9040197730064392,0.9009857177734376,0.1394282579421997,0.1550387740135193,79494
6,6,0.0750587508082389,0.9139410853385924,0.8252453804016113,0.8272756338119507,0.829648494720459,0.919586718082428,0.8883305191993713,0.9531226754188538,6364.0,313.0,5456.0,800.0,0.9528676867485046,0.9520959258079528,0.410712331533432,0.8337582945823669,0.6664892435073853,0.6664092540740967,0.6664106249809265,0.8428158164024353,0.8436293601989746,0.8420038819313049,874.0,164.0,761.0,162.0,0.9064486026763916,0.9039576053619384,0.1116694808006286,0.1563706398010254,92743
7,7,0.0638693794608116,0.9305652379989624,0.8591387271881104,0.8607262969017029,0.8621163368225098,0.9345480799674988,0.9102655053138732,0.9601617455482484,6411.0,266.0,5624.0,632.0,0.9662408232688904,0.965316891670227,0.4426517188549042,0.825599193572998,0.6513149738311768,0.6504561901092529,0.650620698928833,0.8334956169128418,0.8425197005271912,0.8246628046035767,856.0,182.0,763.0,160.0,0.9019713401794434,0.8978991508483887,0.0897344946861267,0.1574802994728088,105992
8,8,0.0572415255010128,0.9427820444107056,0.8841726779937744,0.8852970600128174,0.8859731554985046,0.9456122517585754,0.9284167885780334,0.9634566307067872,6433.0,244.0,5760.0,496.0,0.9750904440879822,0.9742927551269532,0.5177280902862549,0.8245792984962463,0.6432665586471558,0.6462920904159546,0.648380696773529,0.8402971029281616,0.810931921005249,0.8718689680099487,905.0,133.0,712.0,211.0,0.8887595534324646,0.8794071674346924,0.0715832114219665,0.1890680789947509,119241
9,9,0.0456810072064399,0.954302966594696,0.9077177047729492,0.9084364175796508,0.9087052941322328,0.9562578797340392,0.9452736377716064,0.967500388622284,6460.0,217.0,5882.0,374.0,0.983559250831604,0.982975423336029,0.6553598642349243,0.8215196132659912,0.6337652206420898,0.6389034390449524,0.6450979113578796,0.8416289687156677,0.7935153841972351,0.8959537744522095,930.0,108.0,681.0,242.0,0.878645658493042,0.8634520173072815,0.0547263622283935,0.2064846158027649,132490
10,10,0.0389813780784606,0.9634268879890442,0.9260857105255128,0.926725685596466,0.9269344210624696,0.9649395942687988,0.955239236354828,0.9748389720916748,6509.0,168.0,5951.0,305.0,0.9874023795127868,0.9868216514587402,0.4756549000740051,0.814380407333374,0.6381626129150391,0.6314172148704529,0.6419304609298706,0.8082191944122314,0.8918604850769043,0.7389209866523743,767.0,271.0,830.0,93.0,0.8932470083236694,0.8877748250961304,0.0447607636451721,0.1081395149230957,145739
11,11,0.0332424752414226,0.96930330991745,0.9380929470062256,0.938513994216919,0.9386031627655028,0.9704679250717164,0.9640851020812988,0.9769357442855836,6523.0,154.0,6013.0,243.0,0.9904773235321044,0.9898234009742736,0.6788959503173828,0.8327383995056152,0.6622817516326904,0.6636360287666321,0.6640397906303406,0.8445497751235962,0.8311567306518555,0.8583815097808838,891.0,147.0,742.0,181.0,0.8838742971420288,0.8635303974151611,0.0359148979187011,0.1688432693481445,158988
12,12,0.0304525885730981,0.9717003107070924,0.942826509475708,0.9433115124702454,0.9434292912483216,0.9728002548217772,0.9654816389083862,0.9802306294441224,6545.0,132.0,6022.0,234.0,0.9921112060546876,0.9917750358581544,0.5103174448013306,0.8154003024101257,0.6376887559890747,0.6325259208679199,0.638641357421875,0.8134020566940308,0.8747228384017944,0.7601156234741211,789.0,249.0,810.0,113.0,0.8899954557418823,0.8817247748374939,0.0345183610916137,0.1252771615982055,172237
13,13,0.0271861907094717,0.9768808484077454,0.9532842636108398,0.9536927938461304,0.9537754654884338,0.9777513146400452,0.9716060161590576,0.983974814414978,6570.0,107.0,6064.0,192.0,0.992365539073944,0.9917044639587402,0.532537043094635,0.814380407333374,0.6360020637512207,0.6306276321411133,0.6372784376144409,0.8117890357971191,0.8761160969734192,0.7562620639801025,785.0,253.0,812.0,111.0,0.8969199657440186,0.8897861242294312,0.0283939838409423,0.1238839030265808,185486
14,14,0.0219957511872053,0.9820613861083984,0.963903307914734,0.9640781879425048,0.9640932679176332,0.9826736450195312,0.9800387024879456,0.9853227734565736,6579.0,98.0,6122.0,134.0,0.9949856996536256,0.9945370554924012,0.5782375335693359,0.810300886631012,0.6287750005722046,0.6228686571121216,0.6310163736343384,0.8060479760169983,0.8784090876579285,0.7447013258934021,773.0,265.0,816.0,107.0,0.8901914954185486,0.8813788890838623,0.0199612975120544,0.1215909123420715,198735
